City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,yorkton,51.2167,-102.4677,1.91,80,75,6.17,CA,1731361501
362,nuku'alofa,-21.1333,-175.2,25.19,88,75,6.17,TO,1731361632
363,yuzhno-kurilsk,44.0306,145.8556,3.38,65,60,0.84,RU,1731361634
364,bor,56.3567,44.0669,-0.04,77,74,2.07,RU,1731361635
365,doka,13.5167,35.7667,27.52,31,1,4.25,SD,1731361636
366,yeed,4.55,43.0333,28.27,51,100,4.2,SO,1731361637
367,ts'khinvali,42.2276,43.9686,5.73,63,100,0.69,GE,1731361639
368,howard springs,-12.497,131.047,28.95,81,73,2.03,AU,1731361641
369,ambon,-3.6954,128.1814,29.57,100,79,1.65,ID,1731361642
370,conception bay south,47.4999,-52.9981,6.42,87,100,3.61,CA,1731361505
371,minas de marcona,-15.2119,-75.1103,17.05,66,69,6.19,PE,1731361645
372,ancud,-41.8697,-73.8203,11.06,87,100,4.7,CL,1731361646
373,dudinka,69.4058,86.1778,-24.79,95,43,4.94,RU,1731361490
374,iskateley,67.6803,53.1512,-7.26,98,96,0.67,RU,1731361649
375,zouerate,22.7187,-12.4521,23.54,11,1,1.53,MR,1731361650
376,sangin,32.0728,64.8359,12.41,33,99,1.65,AF,1731361651
377,yeniseysk,58.4497,92.1703,-9.88,93,83,1.9,RU,1731361652
378,vallegrande,-18.4897,-64.1069,22.19,60,60,2.79,BO,1731361654
379,andergrove,-21.0833,149.1833,26.66,61,88,3.82,AU,1731361655
380,broome,42.2506,-75.833,13.17,69,100,6.17,US,1731361656
381,long beach,33.767,-118.1892,20.62,66,40,7.2,US,1731361657
382,taoudenni,22.6783,-3.9836,25.62,16,29,3.03,ML,1731361659
383,constitucion,-35.3333,-72.4167,17.2,58,25,9.06,CL,1731361660
384,subotica,46.1,19.6667,3.16,45,96,0.45,RS,1731361661
385,hilo,19.7297,-155.09,24.49,95,7,3.58,US,1731361663
386,tralee,52.2704,-9.7026,8.34,95,7,1.52,IE,1731361664
387,faya-largeau,17.9257,19.1043,22.08,25,6,6.15,TD,1731361665
388,haimen,23.1935,116.6142,21.17,88,36,2.97,CN,1731361667
389,shingu,33.7333,135.9833,15.74,85,16,1.68,JP,1731361668
390,dryden,49.7833,-92.7503,-0.84,80,40,1.54,CA,1731361670
391,princeville,45.7668,-61.2985,13.08,97,100,7.2,CA,1731361672
392,bikenibeu village,1.3673,173.1241,29.98,74,20,3.09,KI,1731361673
393,camocim,-2.9022,-40.8411,26.37,73,96,6.51,BR,1731361674
394,rio grande,-32.035,-52.0986,17.71,90,100,5.86,BR,1731361676
395,coquimbo,-29.9533,-71.3436,18.85,56,0,5.14,CL,1731361396
396,kebili,33.7044,8.969,20.35,51,5,2.69,TN,1731361678
397,feijo,-8.1642,-70.3536,26.6,78,100,1.17,BR,1731361679
398,utete,-7.986,38.758,23.25,91,2,0.97,TZ,1731361681
399,porto novo,6.4965,2.6036,25.92,87,59,2.79,BJ,1731361682
400,jauja,-11.7758,-75.4966,12.61,68,84,2.57,PE,1731361683
401,egilsstadir,65.2653,-14.3948,11.95,71,0,6.69,IS,1731361684
402,tolanaro,-25.0319,46.9987,26.04,78,75,2.06,MG,1731361686
403,claveria,18.6074,121.0832,25.43,92,100,6.33,PH,1731361687
404,robit,12.0167,39.6333,17.56,67,63,1.95,ET,1731361688
405,hotan,37.0997,79.9269,8.3,55,100,2.58,CN,1731361689
406,myeik,12.4333,98.6,25.21,82,68,1.29,MM,1731361691
407,staryy malgobek,43.5442,44.5894,5.68,92,100,2.61,RU,1731361692
408,sao vicente,-23.9631,-46.3919,23.98,26,0,2.57,BR,1731361693
409,jiangyou,31.7667,104.7167,15.15,92,100,0.41,CN,1731361694
410,kindu,-2.95,25.95,20.64,97,76,0.82,CD,1731361696
411,karatau,43.1667,70.4667,4.92,69,100,3.72,KZ,1731361697
412,florence,43.7667,11.25,11.82,63,0,3.6,IT,1731361698
413,tandag,9.0783,126.1986,25.08,86,5,1.47,PH,1731361700
414,saint-joseph,-21.3667,55.6167,23.21,83,27,4.74,RE,1731361701
415,kuvandyk,51.4781,57.3552,-14.58,100,75,0.46,RU,1731361702
416,forster,-32.1667,152.5167,17.43,100,100,1.61,AU,1731361450
417,al jumum,21.6169,39.6981,26.02,73,100,2.2,SA,1731361705
418,vorgashor,67.5833,63.95,-11.51,96,100,2.56,RU,1731361706
419,kuusamo,65.9667,29.1833,-2.98,100,100,2.06,FI,1731361707
420,coahuayana de hidalgo,18.7,-103.6583,29.94,64,13,2.77,MX,1731361708
421,ulanhot,46.0833,122.0833,-1.53,49,0,3.1,CN,1731361710
422,howrah,22.5892,88.3103,24.0,78,20,1.54,IN,1731361711
423,cabinda,-5.55,12.2,27.08,83,34,3.09,AO,1731361712
424,kaka,37.3482,59.6143,10.97,51,14,0.47,TM,1731361713
425,tazacorte,28.629,-17.9293,21.75,73,0,4.63,ES,1731361715
426,san antonio de pale,-1.4014,5.6325,26.05,83,51,4.46,GQ,1731361783
427,buka,40.8108,69.1986,8.02,68,94,1.63,UZ,1731361784
428,lunino,53.5918,45.2271,-0.03,88,97,1.58,RU,1731361785
429,nemuro,43.3236,145.575,5.75,69,63,2.37,JP,1731361787
430,sola,-13.8833,167.55,27.1,71,81,7.21,VU,1731361789
431,kotlas,61.2611,46.6556,-0.18,87,99,4.08,RU,1731361790
432,gizo,-8.103,156.8419,28.47,72,26,1.16,SB,1731361814
433,namtsy,62.7161,129.6658,-17.69,98,100,1.0,RU,1731361815
434,port-vila,-17.7338,168.3219,27.78,69,75,4.63,VU,1731361816
435,anaconda,46.1285,-112.9423,11.25,34,100,4.96,US,1731361818
436,kalabo,-14.97,22.6814,20.64,86,93,2.09,ZM,1731361819
437,khandyga,62.6667,135.6,-22.63,100,99,0.65,RU,1731361820
438,ishigaki,24.3448,124.1572,25.07,88,75,4.63,JP,1731361821
439,nyurba,63.2842,118.3319,-18.6,99,93,1.32,RU,1731361824
440,santa rosa del sara,-17.1092,-63.5989,32.33,45,37,2.68,BO,1731361825
441,clovis,36.8252,-119.7029,21.13,36,75,2.57,US,1731361827
442,kerikeri,-35.2268,173.9474,20.12,50,21,2.32,NZ,1731361828
443,alaghsas,17.0187,8.0168,22.14,21,1,5.08,NE,1731361829
444,st anne,49.715,-2.2042,12.56,59,58,9.1,GG,1731361830
445,la sarre,48.8002,-79.1996,-0.73,92,100,7.38,CA,1731361832
446,barra de santo antonio,-9.4047,-35.5072,25.68,78,77,6.53,BR,1731361833
447,antofagasta,-23.65,-70.4,18.6,81,24,2.91,CL,1731361564
448,nawabshah,26.2483,68.4096,25.29,59,8,3.6,PK,1731361835
449,ulladulla,-35.35,150.4667,20.02,75,74,2.6,AU,1731361837
450,baharly,38.4362,57.4316,14.54,53,100,2.12,TM,1731361838
451,kapuskasing,49.4169,-82.4331,-0.95,100,100,7.72,CA,1731361682
452,nouadhibou,20.931,-17.0347,23.99,50,0,4.63,MR,1731361840
453,mount pleasant,32.7941,-79.8626,25.61,80,0,0.89,US,1731361682
454,igrim,63.1906,64.4162,-10.68,87,100,2.91,RU,1731361843
455,taguatinga,-12.3857,-46.5711,21.59,91,100,1.74,BR,1731361844
456,wildwood,38.5828,-90.6629,18.56,56,0,4.63,US,1731361845
457,pinhao,-25.6956,-51.6597,20.76,69,64,1.07,BR,1731361847
458,necochea,-38.5473,-58.7368,12.3,76,45,5.1,AR,1731361785
459,chela,34.069,104.4619,3.76,92,97,0.98,CN,1731361849
460,rasht,37.2808,49.5832,13.75,96,99,1.06,IR,1731361851
461,conceicao da barra,-18.5933,-39.7322,22.2,80,9,1.89,BR,1731361852
462,lacy-lakeview,31.6293,-97.1028,27.27,31,0,3.6,US,1731361764
463,kasongo-lunda,-6.4667,16.8167,20.76,95,54,0.78,CD,1731361854
464,isla mujeres,21.2311,-86.731,28.03,82,76,2.23,MX,1731361856
465,wanning,18.8003,110.3967,23.46,95,100,3.35,CN,1731361857
466,acajutla,13.5928,-89.8275,27.69,77,14,1.84,SV,1731361626
467,curuzu cuatia,-29.7917,-58.0546,15.46,91,99,1.74,AR,1731361859
468,homer,59.6425,-151.5483,3.22,78,100,3.6,US,1731361861
469,saldanha,-33.0117,17.9442,14.03,91,65,6.71,ZA,1731361572
470,bamboo flat,11.7,92.7167,26.43,82,21,2.67,IN,1731361863
471,fisterra,42.9049,-9.2629,15.08,74,12,9.34,ES,1731361864
472,ketchikan,55.3422,-131.6461,7.99,81,75,2.57,US,1731361866
473,tukrah,32.5341,20.5791,19.68,60,8,2.73,LY,1731361867
474,ovalle,-30.5983,-71.2003,28.06,23,0,2.15,CL,1731361614
475,mahajanga,-15.7167,46.3167,24.01,78,40,3.09,MG,1731361869
476,kargasok,59.0556,80.8572,-10.44,89,100,6.24,RU,1731361871
477,hailey,43.5196,-114.3153,12.17,34,0,3.6,US,1731361696
478,fougamou,-1.2154,10.5838,24.05,95,66,1.03,GA,1731361873
479,fabero,42.7738,-6.6182,10.57,74,40,0.45,ES,1731361874
480,karystos,38.0133,24.4161,12.58,77,7,3.22,GR,1731361876
481,bayganin,48.6947,55.8742,-4.02,59,17,4.24,KZ,1731361877
482,dzhalagash,45.0833,64.6667,4.77,62,100,1.42,KZ,1731361879
483,grootfontein,-19.5667,18.1167,17.76,77,100,1.54,NA,1731361880
484,beau vallon,-20.4189,57.6953,24.13,78,40,5.14,MU,1731361881
485,fray luis beltran,-39.3167,-65.7667,24.08,13,57,6.97,AR,1731361882
486,general villegas,-35.0328,-63.0125,19.94,20,0,5.27,AR,1731361884
487,sao jose da coroa grande,-8.8978,-35.1478,25.52,80,84,5.63,BR,1731361885
488,cromer,52.9312,1.2989,10.08,83,21,10.54,GB,1731361886
489,tegueste,28.5167,-16.3167,20.05,55,0,2.06,ES,1731361888
490,suomussalmi,64.8869,28.9078,-1.38,97,99,1.74,FI,1731361889
491,santa cruz,-17.8,-63.1667,33.03,58,20,6.69,BO,1731361783
492,picota,-6.9197,-76.3304,34.02,45,74,1.25,PE,1731361891
493,port-cartier,50.0334,-66.8654,0.51,99,100,4.43,CA,1731361892
494,saint-francois,46.4154,3.9054,9.12,81,75,4.63,FR,1731361894
495,leticia,-4.2153,-69.9406,32.03,62,40,4.63,CO,1731361889
496,santa terezinha,-29.9002,-50.0904,21.01,88,58,5.07,BR,1731361896
497,rongelap,11.1635,166.8941,28.42,78,32,7.07,MH,1731361898
498,kapchorwa,1.3965,34.4509,15.18,75,79,2.16,UG,1731361899
499,ouesso,1.6136,16.0517,22.58,88,90,0.5,CG,1731361900
500,hammerfest,70.6634,23.6821,5.25,93,75,1.03,NO,1731361901
501,ovruch,51.3246,28.8035,0.27,94,72,1.65,UA,1731361903
502,imbituba,-28.24,-48.6703,20.93,85,71,6.23,BR,1731361862
503,cuatro cienegas de carranza,26.9833,-102.0833,27.4,40,50,3.46,MX,1731361905
504,constantia,44.1833,28.65,4.38,78,100,6.19,RO,1731361906
505,boulder city,35.9786,-114.8325,22.55,13,0,6.69,US,1731361908
506,ust-tsilma,65.441,52.1498,-2.14,98,100,0.89,RU,1731361909
507,huarmey,-10.0681,-78.1522,20.44,77,58,4.27,PE,1731361910
508,dunedin,-45.8742,170.5036,12.16,61,0,2.07,NZ,1731361911
509,ataq,14.5377,46.8319,19.41,82,6,2.26,YE,1731361912
510,skiathos,39.1623,23.4909,11.65,63,100,3.42,GR,1731361914
511,horta,38.5333,-28.6333,20.8,94,75,8.23,PT,1731361916
512,loreto,22.2667,-101.9667,26.46,20,14,6.08,MX,1731361918
513,nogliki,51.8333,143.1667,-5.61,59,48,4.79,RU,1731361919
514,budva,42.2864,18.84,8.31,65,0,1.54,ME,1731361920
515,trstenik,43.6169,21.0025,3.31,97,100,0.49,RS,1731361923
516,conceicao das alagoas,-19.9147,-48.3883,27.44,52,28,1.13,BR,1731361924
517,scottburgh,-30.2867,30.7532,18.36,85,100,2.33,ZA,1731361925
518,estacion coahuila,32.1939,-115.0017,27.78,9,0,2.07,MX,1731361926
519,tekeli,44.83,78.8239,1.1,96,100,2.72,KZ,1731361928
520,bogoroditsk,53.7717,38.1241,-0.58,73,100,0.74,RU,1731361929
521,marsh harbour,26.5412,-77.0636,26.96,79,57,3.46,BS,1731361930
522,ratlam,23.3167,75.0667,20.32,46,0,1.55,IN,1731361931
523,satara,17.6833,73.9833,17.6,61,81,1.34,IN,1731361933
524,cockburn town,21.4612,-71.1419,27.98,89,40,6.17,TC,1731361934
525,tomatlan,19.9333,-105.25,30.24,61,16,3.83,MX,1731361935
526,maramba,-5.05,38.6167,17.74,96,44,0.99,TZ,1731361936
527,puerto penasco,31.3167,-113.5333,22.17,65,38,1.79,MX,1731361938
528,virginia,37.5481,-77.4467,22.4,73,70,0.45,US,1731361658
529,xingcheng,40.6167,120.7167,8.16,63,0,3.27,CN,1731361940
530,hadibu,12.65,54.0333,25.52,84,47,3.22,YE,1731361941
531,kikwit,-5.041,18.8162,21.2,86,9,0.35,CD,1731361943
532,camana,-16.6228,-72.7111,19.39,80,15,3.44,PE,1731361944
533,hanceville,34.0607,-86.7675,24.53,55,21,2.07,US,1731361945
534,maisi,43.0395,41.2621,6.19,63,100,2.01,GE,1731361946
535,kourou,5.1552,-52.6478,24.94,89,99,4.73,GF,1731361948
536,port-gentil,-0.7193,8.7815,26.98,89,75,4.12,GA,1731361949
537,bobo-dioulasso,11.1771,-4.2979,22.25,60,0,2.57,BF,1731361950
538,porto murtinho,-21.6989,-57.8825,34.3,27,1,1.99,BR,1731361952
539,filadelfia,39.9523,-75.1638,20.14,57,0,5.66,US,1731361953
540,acacoyagua,15.35,-92.65,28.19,85,26,1.54,MX,1731361954
541,kokopo,-4.352,152.2633,27.88,73,22,2.55,PG,1731361955
542,durango,24.8333,-104.8333,26.26,15,88,1.48,MX,1731361503
543,mount gambier,-37.8333,140.7667,12.92,84,70,1.87,AU,1731361787
